1989,The War of the Roses,American,Danny DeVito,"Michael Douglas, Kathleen Turner",comedy,https://en.wikipedia.org/wiki/The_War_of_the_Roses_(film),"Lawyer Gavin d'Amato is in his office discussing a divorce case with a client. Noticing the man's determination to divorce his wife, Gavin decides to tell him the story of one of his clients, a personal friend of his. Eighteen years earlier, Oliver Rose, a student at Harvard Law School, meets Barbara at an auction on Nantucket, where they bid on the same antique. Oliver chats Barbara up and they become friends. When Barbara misses her ferry home, the two end up spending the night together. Eventually the two marry and have two children and settle in Washington DC. Over the years, the Roses grow richer, and Barbara finds an old mansion whose owner has recently died, and purchases it. However, cracks seem to be forming in the family, such as the children being overweight due to Barbara spoiling them with treats. As Oliver becomes a successful partner in his law firm, Barbara, who was a doting and loving wife early in the marriage, appears to grow restless in her life with Oliver, and begins to dislike him immensely. Oliver, for his part, cannot understand what he has done to earn Barbara's contempt, oblivious to his controlling, self-centered, indifferent and generally dismissive behavior toward her. When Oliver believes he is suffering a heart attack the day after an argument, Barbara does not show any remorse or concern for his well-being, and ultimately admits that she no longer loves him and wants a divorce. Oliver accepts, but tension arises between the two during a meeting with Barbara's lawyer when Barbara makes it clear that she wants the house and everything in it, even using Oliver's final love note to her (which he had written in the hospital) as leverage against him in their legal battle. Wise not to represent himself, Oliver hires Gavin on a retainer as his legal counsel. Barbara initially throws Oliver out of the house, but he moves back in after discovering a legal loophole that allows him to stay while the outcome of the divorce is pending. As a result, Barbara immediately begins plotting to remove Oliver herself, even going as far as trying to seduce Gavin into siding with her instead. In an effort to compromise, Oliver offers his wife a considerable sum of cash in exchange for the house, but Barbara still refuses to settle. Realizing that his client is in a no-win situation, Gavin advises Oliver to end the conflict by leaving Barbara with the house and starting a new life for himself. Oliver responds by firing Gavin and decides to take matters into his own hands. At this point, Oliver and Barbara begin spiting and humiliating each other in every way possible, even in front of friends and potential business clients. Both begin destroying the house furnishings; the stove, furniture, Staffordshire ornaments, and dishware. In addition, Oliver accidentally runs over Barbara's cat in the driveway. When Barbara finds out, she retaliates by trapping Oliver inside his private sauna, where he nearly succumbs to heatstroke and dehydration. While the kids are away at college, Oliver eventually calms down and attempts to make peace with Barbara over an elegant dinner, but finally reaches his breaking point when Barbara serves him a paté which she implies was made from his dog (which turns out to be a bluff). Oliver physically attacks Barbara, who flees into the attic. Oliver boards up the house to prevent Barbara from escaping, while Barbara loosens the chandelier to drop on Oliver. When their German housekeeper Susan pays them an unexpected visit during the night, she senses something is terribly wrong and discreetly contacts Gavin for help. By the time Gavin arrives, Oliver and Barbara's quarrel has culminated in the two hanging dangerously from the insecure chandelier. During this time, Oliver admits to Barbara that despite their hardships, he always loved her, but Barbara does not respond. Before Gavin can come inside with a ladder, the chandelier's support cable snaps and sends them crashing violently to the floor. In his final breaths, Oliver reaches out to touch Barbara's shoulder, but Barbara uses her last ounce of strength to knock his hand away, firmly asserting her feelings for him even in death. Finishing his story, Gavin presents his client with two options: either proceed with the divorce and face a horrific bloodbath in court, or go home to his wife to settle their differences properly. The client chooses the latter, and Gavin, satisfied, packs up his office to go home to his own family."
1983,Salangai Oli,Tamil,K. Viswanath,"Kamal Haasan, Jaya Prada, Sarath Babu",unknown,https://en.wikipedia.org/wiki/Sagara_Sangamam,"Balakrishna (Kamal Haasan) is an economically disadvantaged but multi-talented dancer, adept at the Indian classical dances of Kuchipudi, Bharatanatyam, Kathak, etc. Fondly called Balu, his simple and very honest soul does not permit him to attain professional success in the commercial world that requires a certain level of moral laxness. Madhavi (Jayaprada), a wealthy young woman and a dance patron, notices his talent and acts as his benefactress, helping him secure an opportunity to participate in a high-level classical dance festival. Balu's aging mother passes away from the afflictions of poverty two days before the performance. Balu, who was very attached to her, is emotionally devastated and fails to participate in the dance festival. Madhavi nevertheless gives him support and encouragement and sets him on the mend. Balu gradually develops a fondness for Madhavi as their relationship grows. He hides his love for her but eventually picks up the courage to express it. Balu discovers that, while Madhavi shares his feelings, she is a married woman separated from her husband. The husband later returns to unite Madhavi and Balu, but Balu decides to sacrifice his love showing respect for the institution of marriage. The years pass, and Balu, a disappointed man, has become an inconsolable alcoholic and a newspaper journalist/art critic. Meanwhile, Madhavi's husband dies, and she hears about Balu's condition. In a bid to revive his will to live and his passion for his art, she tends to his medical needs through his friend Raghu (Sarath Babu) and solicits Balu to be the dance master for her daughter, Sailaja (SP Sailaja). The film ends with Sailaja's stage performance with Balu watching her in a wheelchair, his health having completely deteriorated. Raghu and Madhavi are seen taking him away quietly, without interrupting the performance, back to the hospital. Balu dies on his way to the hospital."
2012,Gyakuten Saiban,Japanese,Miike Takashi,"Hiroki Narimiya, Mirei Kiritani, Takumi Saito",legal drama,https://en.wikipedia.org/wiki/Gyakuten_Saiban_(film),"The court system, burdened by the massive number of crimes being committed, introduces a new trial system: the bench trial system. Both prosecution and defense face each other in open court, and have three days to make their case before the judge renders a verdict. Shortly after winning his first case, proving his best friend Larry Butz innocent of murder, rookie defense attorney Phoenix Wright is thrust into the limelight after the murder of his mentor, Mia Fey. The accused murderer is Mia's younger sister, Maya Fey, who comes from a family line of spirit mediums. Wright faces off with childhood friend and rival prosecutor Miles Edgeworth on the case. After some cross examination of a witness and interpretation of evidence at the crime scene, photojournalist Redd White confesses to the crime, and Maya is subsequently found not guilty. Wright explains to Maya that he became a lawyer because Edgeworth and Butz defended him when he was accused of stealing money as a child, and offers to defend Edgeworth when he is accused of the murder of attorney Robert Hammond at Gourd Lake, with Edgeworth's mentor Manfred von Karma acting as prosecutor. The case takes an unexpected turn as Wright unravels a related 15-year-old mystery concerning the DL-6 case, which focuses on Miles' father Gregory Edgeworth. Gregory was found murdered in the court's basement evidence locker room; Yanni Yogi, a court bailiff, is initially accused of murdering Gregory after discovering Gregory allegedly tampering with a gun used as evidence in a case. He is coerced into pleading not guilty by reason of insanity by Hammond in killing Gregory with the gun. The DL-6 case ultimately destroys Yogi's life, where he resorts to living as a hermit. A package arrives urging Yogi to take revenge, namely setting up the murder of Hammond by Miles. Yogi confesses to the ruse in open court, but Miles admits he believes that he murdered his father, not Yogi. The admission by Edgeworth focuses new attention on the DL-6 case. Wright manages to prove in court that Edgeworth did not kill his father, and he uncovers evidence that von Karma had committed perjury and killed Gregory. However, key evidence in the form of the gun that Gregory thought was tampered with and killed with is missing to prove this theory. Mia Fey's notes on the DL-6 case and a timely discovery of the bullet that killed Gregory hidden in a clock statue of The Thinker, which was used to kill Mia after she took the bullet evidence, help proves von Karma's crime and unravels the mystery. Von Karma has a breakdown in court and is subsequently arrested for the crime of murdering Gregory, and for hiring Redd White to retrieve the bullet from The Thinker, and Miles is acquitted of all crimes. Wright vows to help defend Yogi of his crimes and reconciles with Edgeworth, while Butz admits to stealing the money when they were children and Maya returns home for further training. During the credits, scenes based off cases from the game Phoenix Wright: Ace Attorney - Justice for All are shown."
2011,"Crazy, Stupid, Love.",American,Glenn Ficarra and John Requa,"Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone, John Carroll Lynch, Marisa Tomei, Kevin Bacon, Analeigh Tipton, Liza Lapira, Joey King, Mekia Cox",comedy,"https://en.wikipedia.org/wiki/Crazy,_Stupid,_Love.","Cal Weaver is a middle-aged man who is told by his wife Emily that she has cheated on him with a co-worker, David Lindhagen, and wants a divorce. After moving into his own apartment, Cal goes to a bar night after night, talking loudly about his divorce, until he attracts the attention of a young man named Jacob Palmer, a womanizer who beds different women each night, although a young woman named Hannah has recently rejected his advances. Jacob takes pity on Cal, and offers to teach him how to pick up women. Using Jacob's teachings, Cal seduces Kate at the bar. After the encounter, Cal manages to successfully seduce other women in the bar. He sees Emily again at their son 13 year old Robbie's parent-teacher conference. The interaction goes well until they discover that Robbie's teacher is Kate, who reveals to Emily that she and Cal have slept together. Cal then confesses to sleeping with nine women since their separation. Emily leaves in disgust and begins actively dating David. Meanwhile, Hannah, a recent law school graduate, is expecting her boyfriend Richard to propose marriage while they celebrate her passing the bar exam, but he does not, instead, offering her a position at his law firm. Offended and hurt, Hannah returns to the bar where she originally rejected Jacob's advances and kisses Jacob passionately. The two return to Jacob's home to have sex, but end up talking to each other all night and making a connection. Jacob starts a relationship with Hannah, and he becomes distant from Cal. At the same time, Robbie makes numerous grand gestures to try to win the heart of his 17-year-old babysitter, Jessica Riley, who actually has a crush on Cal. On the advice of her classmate Madison, she takes nude photos with raunchy expressions of herself to send to Cal and tucks them away in an envelope inside her dresser drawer. Later, Emily calls Cal under the guise of needing help with the house's pilot light, but Cal sees through the ruse since he is secretly gardening at the hold house in the night and sees that Emily didn't really need any help. Realizing that she called just because she too was missing him, Cal decides to try and win her back. Meanwhile, Jacob returns Cal's calls and asks for advice about being in a real relationship and meeting his girlfriend's parents. Jessica's mother, Claire, friends with Emily, who dislikes Cal, discovers Jessica's naked photos in the dresser drawer and shows them to Jessica's father, Bernie. Bernie was Cal's best friend before Claire made him end their friendship in the aftermath of the breakup. Bernie rushes to the Weaver residence to confront him about the photos, with Jessica in pursuit. Cal and his kids create a makeshift mini golf set in their backyard to remind Emily of their first date. During the gathering, Jacob and Hannah show up at the house, and Hannah is revealed to be Cal and Emily's first daughter born to them right out of high school. Cal is appalled that Jacob is dating his daughter, and forbids her to see him. At that moment, Bernie shows up and attacks Cal. Jessica arrives and tells her father that Cal knew nothing of the pictures. Then David arrives on the scene to return Emily's sweater from a previous date. Jacob asks David if his name is Lindhagen and when David replies ""yes,"" Jacob punches him in the face for the pain he caused Cal. Cal, Jacob, David, and Bernie then get into a scuffle which is soon broken up by the police. Cal starts spending time at the bar again and receives a visit from Jacob, who confesses that he is in love with Hannah. Cal replies that he is happy that Jacob is a changed man but does not approve of Jacob and Hannah's relationship, having seen Jacob's former lifestyle. Jacob resigns without harboring any ill feelings; rather, he expresses his respect for Cal and praises him for being a great father. At Robbie's eighth grade graduation, Robbie is the salutatorian and gives a pessimistic speech about how he no longer believes in true love and soul-mates. Cal stops him and instead begins to recount his courtship with Emily to the audience, saying that, while he does not know if things will work out, he will never give up on Emily. With renewed faith, Robbie reaffirms his love for Jessica, to the audience's applause. After the ceremony, Cal gives Jacob and Hannah his blessing. Jessica gives Robbie an envelope containing the nude photos of herself that were originally intended for Cal to ""get him through high school."" Cal and Emily have a laugh talking about the events that have transpired the past year, hinting that they might get back together."
2001,An American Rhapsody,American,Éva Gárdos,"Scarlett Johansson, Nastassja Kinski, Tony Goldwyn",drama,https://en.wikipedia.org/wiki/An_American_Rhapsody,"In 1950, a Hungarian couple, Peter and Margit, are forced to flee from the oppressive Hungarian People's Republic for the United States, taking along their eldest daughter Maria. Unfortunately, they are forced to leave behind their infant daughter, Suzanne, who is raised by a kind foster couple. Five years later, Peter and Margit arrange for the American Red Cross to bring Suzanne to their new home in Los Angeles. There, the perplexed young girl is forced to accept her sudden change in home and country, which leads to a troubled upbringing. At age 15, Suzanne, rebellious and unsure of herself, tries to come to terms with her roots and decides to travel back to Budapest, Hungary, to unravel her past and to find her true identity."
1945,The Horn Blows at Midnight,American,Raoul Walsh,"Jack Benny, Alexis Smith",comedy,https://en.wikipedia.org/wiki/The_Horn_Blows_at_Midnight,"Athanael (Jack Benny), the third trumpet player in the orchestra of a late night radio show sponsored by Paradise Coffee (motto: ""It's Heavenly""), falls asleep listening to the announcer, who is doing his best to prove it is ""the coffee that makes you sleep."" Athanael dreams he is an angel (junior grade) and a trumpeter in the orchestra of Heaven. Due to the praise of his girlfriend Elizabeth (Alexis Smith), the assistant of the deputy chief of the department of small planet management (Guy Kibbee), he is given the mission of destroying planet 339001 (Earth) and its troublesome inhabitants by blowing the ""Last Trumpet"" at exactly midnight, signaling the end of the world. When he is deposited at the Hotel Universe via the building's elevator, he accidentally foils a robbery attempt by suave guest Archie Dexter (Reginald Gardiner) and his girlfriend accomplice, Fran Blackstone (Dolores Moran). Dexter blames Fran and breaks off their relationship. When Athanael prevents her attempt at suicide from the hotel's roof, he misses the deadline. Fortunately, Elizabeth persuades her boss to give him a second chance. She travels to Earth to inform him. Complications arise when two fallen angels named Osidro (Allyn Joslyn) and Doremus (John Alexander), also guests at the hotel, recognize Athanael and learn of his assignment. They want to continue their pleasantly hedonistic life. While Athanael encounters trouble holding onto his trumpet by his inexperience with Earthly life, Osidro and Doremus hire Dexter to steal the instrument. Learning that Fran was rescued by Athanael, Dexter reconciles with her. Then, while she distracts the angel, Dexter's henchman Humphrey (Mike Mazurki), steals the trumpet. Athanael, Elizabeth and her boss track the thieves to the roof. During a struggle, Athanael falls off the building, only to wake up from his dream."
2017,The Missing,Chinese,Xu Jinglei,"Bai Baihe, Stanley Huang, Ming Dao",action / crime,https://en.wikipedia.org/wiki/The_Missing_(2017_film),"The story occurs in the year 2015 in the fictional city of Xuanyu. In the wake of a series of disappearances of children, a police officer named Lin, whose daughter was among the victims, receives a phone call at night from a random man driving a car, who claims to know her daughter's location. However, a truck collides with the man's car, injuring him and resulting in amnesia. According to the man's identity-card, his name is Yang, but the card is noted by the police to be fake. At the hospital, an assassin approaches Yang's room, murdering the police guards, and attempts to murder Yang, but Yang kills him in self-defense. A police officer named Lu attempts to apprehend Yang, but Yang flees the scene and steals enough money from pedestrians to pay for food, clothes, and a hotel room. He proceeds to infiltrate the police station where his belongings were confiscated. Lin realizes that Yang has amnesia, and investigates by herself, despite orders to recuse herself from the case, since she is the mother of one of the victims. She reasons that Yang's priority would be to rediscover his identity by retracing his steps. Noting that among Yang's belongings was a lighter from a KTV club, she follows Yang to the KTV club, where the latter learns that he had a partnership of some kind with Mr Lei. At this point, Yang fights with several assassins before Lin discovers and arrests him. Instead of bringing Yang to the station, however, Lin attempts to interrogate Yang privately, but Yang seizes her gun and escapes again. Yang discovers that Mr Lei is a casino owner, and goes to meet him. It is revealed that Mr Lei is a mob boss who is furious at Yang for somehow double-crossing him. As the mobsters chase Yang, seeking to kill him, Lin appears and rescues him. After one more assassination attempt, occurring at a hotel, Yang and Lin head to a private yacht owned by Mr Lei, hoping to find Lin's daughter. However, they are assaulted by numerous armed mobsters. They resist for a time, and are rescued by a SWAT team, but Yang absconds once more. Meanwhile, Mr Lei is killed by a car-bomb. This time around, by tracking the finger-print of the dead assassin from the hospital, they arrive at an MMA club. Yang eventually regains his memory, realizing that he is an undercover agent from the central government, that the child disappearances were part of an organ harvesting ring conducted by Mr Lei, and that Lu was working with Mr Lei in exchange for an organ transplant for a relative. Lu murdered Mr Lei using the car-bomb in order to protect his own reputation. In the final scene, Lu attempts to murder Lin, but is shot by Yang and dies."
1932,The Man Who Played God,American,John G. Adolfi,"Bette Davis, George Arliss, Violet Heming",drama,https://en.wikipedia.org/wiki/The_Man_Who_Played_God_(1932_film),"While giving a private performance for a visiting monarch, concert pianist Montgomery Royle is deafened when a bomb is detonated in an attempt to assassinate the foreign ruler. With his career over as a result of his injury, Royle returns to New York City with his sister Florence, close friend Mildred Miller, and considerably younger fiancée Grace Blair. After abandoning thoughts of suicide, Montgomery discovers he can lip read, and he spends his days observing people in Central Park from his apartment window. As he learns of people's problems, he tries to help them anonymously. He becomes absorbed in his game of ""playing God"" but his actions are without sincerity. One day Montgomery witnesses a conversation between Grace and Harold Van Adam, during which she tells the young man she loves him but cannot leave Montgomery because of his handicap. Moved by the generosity of her sacrifice, Montgomery confronts her and ends their engagement, allowing her to follow her heart. Montgomery continues to act as a philanthropist, but his attitude is changed and his motives become altruistic. He draws closer to Mildred, who always has loved him, and the two find happiness in their developing relationship."
1959,Daiva Balam,Telugu,Vasanth Kumar Reddy,"N. T. Rama Rao, Jayashree, Sobhan Babu",mythology,https://en.wikipedia.org/wiki/Daiva_Balam,"Ugrasena Maharaja (Gummadi) is king of Malava, he has a daughter Rupa. According to astrologer's prediction, Rupa will marry an ordinary person. Ugrasena wants to change the gods wish and starts doing penance. King sends the wise people to bring the probable boy Chandrasena who is going to marry his daughter and order to kill him. Soldiers take the boy to the forest but due to the divine grace boy escapes death. The boy's mother Annapurna (Malathi) also reaches the forest both of them get shelter in a saint's Ashram. Years roll by, Chandrasena (N. T. Rama Rao) grows up with and qualifies in all fields. Ugrasena is in a happy feeling that he has killed the boy. One day grown up Rupa (Jayasri) goes to the forest for hunting where she meets Chandrasena and both love each other. Ugrasena announces sports competition in the capital where Chandrasena wins and king honors him. Rupa meets him in her palace and Chandrasena gets caught by soldiers. Chandrasena's mother pleads king to excuse his son but in vain. Ugrasena now realizes that Chandrasena is none other than the boy whom he thought died. Ugrasena orders to put Chandrasena in a cellar where demons are there. Chandrasena kills the demon and reaches Rupa. While they are escaping soldiers chase them and they enter into a deadly house from where no one will come back. Hence the soldiers return and inform the king about this. King announces that the person who brings his daughter back will get a huge sum of gold. Takku (Relangi) & Tikku (Ramana Reddy) start to bring princess after hearing the announcement. In that death house, Rupa is caught by an enchanter (Shobhan Babu) and takes her to their Queen Gandharva Rani (Mohana). She orders Chandrasena to bring the musical tree from Chambala Island ruled by wizard Kanakaksha (Mukkamala) to get back Rupa. After a lot of effort Chandrasena reaches the Island where Kanakaksha's daughter Champa (Girija) falls in love with Chandrasena. He gets her into his trap, achieves the musical tree and relives Rupa. Meanwhile, Kanakaksha makes Chandrasena as garland and takes him back. Rupa with no help is caught by Takku and Tikku. Kanakaksha orders Chandrasena to marry his daughter Champa but he denies. So, he keeps him in prison and starts torturing. Rupa somehow escapes from Takku & Tikku and goes back to death house sits on the musical tree and reaches Chamba Island. With Rupa's help, Chandrasena escapes from prison eliminates Kanakaksha and blasts the island. Both of them reach back to Malava kingdom when Ugrasena also understands that no one can change the fortune and agrees to their marriage. Finally, the movie ends with a happy on the marriage of Chandrasena & Rupa."
2013,Naayak,Malayalam,V. V. Vinayak,"Ram Charan Teja, Kajal Aggarwal, Amala Paul","action, romance",https://en.wikipedia.org/wiki/Naayak,"Siddharth Naayak kills Central Minister Rawat's brother, Taxi Seth, and his henchmen to save three men. Rawat orders a CBI Officer to catch the criminal so that he may be executed. In CgTrix, Hyderabad there works a software engineer, Cherry, who is a dead ringer for Siddharth.[5] Cherry's uncle Jilebi, the CEO of CgTrix, unexpectedly runs into trouble, angering the local Don, Babji. Cherry saves Jilebi from Babji by manipulation, but in the process becomes romantically interested in Babji's sister, Madhu. After Cherry saves several children from a mafia don, Madhu reciprocates his love. This angers Babji and he goes to kill Cherry, but is shocked when he sees what he thinks is Cherry assassinating the DGP of West Bengal. The CBI Officer also misunderstands, believing that Cherry is responsible for the two murders, although Siddharth is the real murderer. With Jilebi, the CBI Officer goes to Kumbh Mela at Varanasi in pursuit of Cherry. As Rawat is offering holy rituals, the CBI Officer catches Cherry and holds him, however Siddharth rises from the Ganges and stabs Rawat with a trident, after which he fights with all of Rawat's guards. As he is about to kill Rawat, the CBI Officer attacks him with a taser and arrests him, thereby exonerating Cherry. Cherry comes to know the story of his look–alike. Siddharth visits his sister's house in Kolkata to pursue higher education. He shares a strong bond of love and affection with his sister, her husband, and his sister-in-law Nandini. Siddharth and Nandini are about to be married. Meanwhile, his brother-in-law, who is a doctor, attends a case of a minor who was injected with steroids by Rawat's second Brother Badvel, and then forced into prostitution. When he complains to the police, he is unaware that the police officer is friends with Badvel, and is betrayed to Badvel, who kills him to keep him quiet. Siddharth is unable to bear this and kills Badvel, becoming a public sensation overnight. Shortly after, Siddharth seizes all of Rawat's property and distributes it to the public. Rawat kills the Minister, and puts the blame on Siddharth, who he stabs and throws into the Ganges. Rawat becomes the Minister within a week, while Siddharth survives, planning to kill Rawat. Cherry, after reading about his story, decides to help him. He, along with Jilebi, goes to the CBI Jail where Siddharth is in custody. He introduces himself, and hatches a plan to get Siddharth exonerated. In court, since Siddharth admits that he committed the crime, the Judge orders that he be put to death. Cherry enters the court, stating that he is Siddharth Naayak and the one standing there is his fan. Siddharth tells exactly the same story, which causes some confusion. The Judge orders the CBI to find out the real identities of the two persons within ten days. During that time, Siddharth manages to bring Madhu and her family, including Babji and his paternal uncle, to Kolkata, uniting Cherry and Madhu. The next day, Rawat makes a call to Siddarth to come to his place to save the kidnapped school children. But Cherry eavesdrops on the conversation, and goes to Rawat's place ahead of Siddharth, where he is severely attacked by Rawat. Siddharth reaches the place after watching a MMS sent by Rawat,[6] saves Cherry and the two kill Rawat. The case is dismissed due to lack of evidence, and Siddharth is freed. In the end, both Siddharth and Cherry unite with their respective lovers."
2013,School Bus,Chinese,Yu Rongguang,"Yu Rongguang, Mindy Quah",drama,https://en.wikipedia.org/wiki/School_Bus_(film),"Joseph (Jayasurya) and Aparna (Aparna Gopinath) with their two children (Aakash Muraleedheeran and Angelleena Rosshan), symbolise a modern nuclear family. Joseph's son Ajoy often gets into a lot of trouble at school and so his father Joseph, a mild tempered business man often scolds him. The working and quarrelling parents, having no time to spare with the kids, lead the children to hide things away from them in the fear of getting scolded. The children, at first, takes into solving problems by themselves but later it goes out of their hands. Ajoy takes a flight to escape the wrath of everyone and finally lands in the middle of a deep forest. The story later revolves around the quest for Ajoy whereby his parents realise their mistakes and unite to find him. The two children are the main characters of this film which is based on a real life incident. Sub Inspector R Gopakumar (Kunchacko Boban) is a police officer who comes to enquire the missing of Ajoy. The film portrays the less stronger bonds in the modern nuclear families and also the attitude of the school authorities which put the students under pressure against even smaller mistakes committed by them."
2014,We Still Kill the Old Way (2014 film),British,Sacha Bennett,,action,https://en.wikipedia.org/wiki/We_Still_Kill_the_Old_Way_(2014_film),"A retired East End gangster, Ritchie Archer, returns to London from Spain to investigate the violent sadistic murder of his brother, Charlie, at the hands of a local street gang called E2. In the process, Ritchie discovers that the police are pussyfooting around the case, out of incompetence, fear or both. Ritchie and his old mates gather to pay their last respects to Charlie, and then set about getting revenge."
2008,Fifty Dead Men Walking,British,Kari Skogland,"Ben Kingsley, Jim Sturgess",thriller,https://en.wikipedia.org/wiki/Fifty_Dead_Men_Walking,"Martin McGartland is a 21-year-old street hustler in Northern Ireland in the late 1980s. The Irish Republican Army wants to recruit him, but he is reluctant because of what he sees as their cruel street justice. Because of his connection to the community, the British police want him to infiltrate and spy on the IRA. Marty agrees because of the car and money he gets from the police and because he despises the IRA. The IRA accepts him as a Volunteer and in that position he learns of various planned attacks. He then informs Fergus, his police contact, to prevent these attacks. He builds up a new sense of self-esteem, but he cannot tell his family and friends about his activities. Even his new girlfriend Lara only notices that he seems to do some work for the IRA, which worries her. All along, the British accept the risk that the IRA may discover that Marty works for them. They do not plan to rescue him in that case. When it happens, the IRA capture and torture Marty, but he manages to escape by throwing himself out of a window. His handler Fergus is now his only ally—he finds him and helps him hide. Fergus offers to arrange for Marty and Lara and their children to live in Scotland but Marty realises that she would never be able to feel safe. He then goes on the run to Canada alone, leaving his family behind. As shown at the start of the film, he is shot there by the IRA and survives."
1955,The Indian Fighter,American,Andre DeToth,"Kirk Douglas, Elsa Martinelli",western,https://en.wikipedia.org/wiki/The_Indian_Fighter,Johnny Hawks is a man who made his name fighting Indians. Returning to the West after the Civil War he must now keep wronged Sioux warriors from massacring the Oregon-bound wagon train he is leading and the nearby fort. Tensions between the two races are building with Indians trading gold to the whites for whiskey.
1948,11 O'Clock,Bollywood,Homi Wadia,"Fearless Nadia, John Cawas, Atish Sayani, Aftab, Shyam Sunder",action,https://en.wikipedia.org/wiki/11_O%27Clock,"Suresh (John Cawas) has been left ₹1,000,000 (US$15,000) by his uncle in his will. The stipulation is that he has to be married and reach the lawyer's office by 11 O'Clock the next morning. The money will otherwise go to his cousin Harish. He entreats Harish to help him find a bride but under the pretense of helping him, Harish tries to foil his plans. With help from Lakshmi (Fearless Nadia) and a friend called Tattu who has the Austin they manage to make it on time."
2012,Son Of Sardaar,Bollywood,Ashwni Dhir,"Ajay Devgn, Sonakshi Sinha, Sanjay Dutt, Juhi Chawla[85]",comedy,https://en.wikipedia.org/wiki/Son_Of_Sardaar,"The story revolves around two families, whose patriarchs killed each other many years ago. Their respective sons, Jaswinder Randhawa and Balwinder Sandhu, are sworn enemies. Jaswinder has been in hiding in London, whereas Balwinder is waiting for his return in Punjab so he can avenge the death of his father. In the present day, Jassi Randhawa (Ajay Devgn) is an unemployed good-for-nothing man who receives a letter from the Punjab government about buying his property in Punjab. To sell the property, Jassi leaves for Punjab. On the train, he meets and falls in love with Sukhmeet (Sonakshi Sinha). In Punjab, Jassi accidentally meets Billu (Sanjay Dutt) and, seeing he is new to the area, Billu invites Jassi to his home, where he treats Jassi like a God. There, Jassi realises that Billu is Sukhmeet's brother. Soon enough, it is revealed that Billu is Balwinder Singh and Jassi is short for Jaswinder. However, Billu's family has to follow one Punjabi rule: A guest in the house should never be harmed. Now, Billu must wait for Jassi to leave the house to kill him. Jassi learns about it and comes up with a hilarious plan to foil Billu's shenanigans."
1972,Deliverance,American,John Boorman,"Jon Voight, Burt Reynolds, Ned Beatty, Ronny Cox",drama,https://en.wikipedia.org/wiki/Deliverance,"Four Atlanta men, Lewis Medlock, Ed Gentry, Bobby Trippe, and Drew Ballinger, decide to canoe down a river in the remote northern Georgia wilderness, expecting to have fun and witness the area's unspoiled nature before the fictional Cahulawassee River valley is flooded by construction of a dam. Lewis and Ed are experienced outdoorsmen, while Bobby and Drew are novices. While traveling to their launch site, the men (Bobby in particular) are condescending towards the locals, who are unimpressed by the ""city boys"". Traveling in pairs, the group's two canoes are briefly separated, with Ed and Bobby getting stranded on the riverbank. They encounter a pair of local men with a shotgun, who force them into the woods at gunpoint. Ed is tied to a tree, while Bobby is forced to strip and is raped by one of the men while being forced to ""squeal like a pig."" As the men prepare to sexually assault Ed, Lewis sneaks up and kills the rapist with an arrow from his recurve bow while the other escapes. After a brief but heated debate between Lewis and Drew about whether to inform the authorities, the men vote to side with Lewis' recommendation to bury the dead man's body and continue on as if nothing had happened. The four continue downriver but encounter a dangerous stretch of rapids, during which Drew suddenly falls into the water and disappears. The other three crash their canoes into rocks, which results in Lewis breaking his leg. Encouraged by Lewis, who believes Drew was shot by the rapist's partner and they are now being stalked, Ed climbs a nearby rock face with the bow while Bobby stays behind to look after Lewis. Ed hides out until the next morning when the stalker appears on the top of the cliff with a rifle; Ed clumsily shoots and kills the man, while accidentally stabbing himself with one of the spare arrows. Ed and Bobby weigh down the body in the river to ensure it will never be found, and repeat the same with Drew's body which they encounter downriver. Upon finally reaching the small town of Aintry, they take Lewis to the hospital. The men carefully concoct a cover story for the authorities about Drew's death and disappearance being an accident, lying about their ordeal to Sheriff Bullard in order to escape a possible double murder charge. The sheriff clearly does not believe them, but has no evidence to arrest them and simply tells the men never to come back, to which they agree. The trio vow to keep their story of death and survival a secret for the rest of their lives. Later on, Ed awakens, startled by a nightmare in which a bloated human hand rises from the lake."
